key,total,weighted,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
5 7,7.707599774052576,8.534054519437278,9.587145033920395,8.704810583060334,9.740074432697426,9.57305656415818,9.33986966279073,9.923130717711857,9.497899185880444,9.688878192079473,8.246576472451055,6.97626671279095,6.86856147567123
7 0,6.963891429582893,6.929194582024984,9.527400921004237,9.398972084431003,8.709065095118339,9.067052910365689,7.975656280666143,6.26639153660069,6.2886541673582865,6.261671379850029,6.790873138857284,6.379159727992157,6.696489507972028
4 9,5.4100445054367725,5.9049482083188,4.323966122026312,4.868702850677213,4.890551789975485,5.140192137927637,5.623869480038427,5.9152262820232835,5.9104160075617225,5.30208236511429,6.343002141471157,7.393117657285038,7.570057234002218
9 5,4.292295855726505,4.911119091948867,5.579098357449347,5.407232161716624,6.060116996416992,5.7751155517697566,5.800377398136896,5.789700946640061,4.478289297862518,5.73587365917976,4.875610521307422,4.087325470553296,4.367548760767209
5 4,4.009367932531704,4.999705890039966,4.091380421472666,4.3922241507492865,4.0043953183289585,4.33610624883661,4.7942133642639115,4.718402772077252,5.29911478468059,5.4689890897224736,6.630426878576289,6.363878414922314,5.728060158158115
7 9,3.9097225797215716,5.213954035101628,5.780314239388723,5.604227241825907,5.851539193467062,5.477079580496858,5.052532049781708,6.1147355952641815,5.002786860080837,6.038419603359369,4.75894040175193,3.914035838131567,3.1928777450532033
0 5,3.852177917376866,4.71657041969705,5.134561623124951,4.990759219857007,5.033413319788043,5.225857057288021,4.94621256363057,5.17028051493532,5.040910028394572,4.595329229829439,4.7414218709022755,4.573386159996083,3.270120533885273
2 7,3.6521114871416596,3.649698700244572,4.241087072285635,4.7395667541544055,4.3761909362790865,4.161716966424543,4.0015920362355,3.033445277357191,2.8898311309006526,3.1251972107679413,3.858760710946161,4.264341138481051,4.795143465361245
4 5,3.6313079633773357,3.854581122676577,3.817200435188864,3.4566195123531345,3.495553028778096,3.5068482534220853,4.016711793148914,4.176538323007846,4.015334851239492,4.116585897505851,3.617146387898813,3.0542051194863093,3.2246276930370126
9 2,3.3363210484411816,3.321990881506826,3.1086589339330555,3.6104660528191515,3.554539550850141,3.63932885256622,3.520143753341096,3.102052126028576,2.922945834046933,2.64368754269539,3.0181839177116685,4.22162834218477,4.837802067984207
7 5,3.226168153119577,2.5306983057258883,2.3366919854438195,2.1882458589735094,2.120429270777421,2.354550603282062,2.329546070308275,2.1386829243778367,2.4048927417637334,2.5716947742470935,2.6143485053014675,2.4408358977209184,2.862579005893265
9 7,2.8094629940572444,2.7267193415293445,3.043674259924247,3.3460028120554086,2.9936578939421956,3.1206658382480947,2.4479750559164724,2.034375232281444,2.5335995562872076,2.326126778799511,2.6368366890259503,2.7042732250766455,2.9856547960579247
5 0,2.777376203166508,2.253097833350145,2.7966043515879595,2.7264783797780887,2.6506566342997564,2.75519427857433,2.9303590349364237,2.4976947127189826,1.1780592510653731,1.8016976293168576,1.447128485720246,1.1589443270727844,1.2856599067740222
0 0,2.357568145644412,1.5936038407821784,1.3975890863602576,1.3450020540458878,1.2475072962036413,1.541103427741727,1.325885299374915,1.1332642058046296,1.1063192932031227,1.4379812420645093,2.0939969721436924,1.984948274311324,2.0811084535583513
2 4,2.343887184253637,1.9400399061929725,1.6702687998034043,1.9236209764042973,2.064461080608739,1.7633161022525792,2.05403282771294,1.7841244342781968,1.724907110569459,1.686088757377274,1.782438606035948,2.0077234892165015,2.4623047940926224
0 7,2.2459343215124656,1.7692147650946604,2.472912713036081,2.196973535558776,1.8158074820455716,2.221885249575175,1.9918737436858847,1.5467244714833384,0.8999605553813869,1.5139627920136687,1.0865864854613312,0.7518711966582255,0.6033688268052706
7 4,1.776056766116913,1.7268090771861835,1.161049493251816,1.237826169945799,1.3657950207986538,1.6387075608411041,1.98922034000669,1.904096389727116,1.9337185315887087,1.937673292955586,1.8270578386817211,1.8000168359391717,2.021165317418494
0 9,1.7419954034790546,2.185110900854104,4.363098941825608,4.029215826707055,4.012270813807029,4.0796682669909,3.5839406838859973,2.6143209917094667,2.4197652161850463,2.0168483966224557,2.0332873404250242,2.2776383713064163,2.2641729746277974
4 2,1.7184415833526678,1.5785051058569204,1.276424154310932,1.7569960831993683,1.4139394096183513,1.3077606052308848,1.4254289705329768,1.1781023877524048,1.5226618162006247,1.539412688411453,1.8259952361718643,1.6411602852981075,1.8532129732020228
9 4,1.6302205385080277,2.243786146616571,1.7785477550579936,1.6662216641451912,1.8270212279880231,2.0177216832606475,2.013934296033078,2.894759683725978,2.5378401547224345,2.175131737839707,1.837665017379415,1.751604152701241,1.5328621310370392
9 9,1.5940435632839667,0.6799612031886014,0.2300882533768408,0.3943663100853277,0.42316015220745745,0.3748485320694586,0.3214549836875163,0.30560539263371406,0.22921567678605512,0.305987765179705,0.5339460446834534,1.505250448225158,1.7309474392404045
7 7,1.5108999886462124,1.1207706300994777,0.8918841262192947,0.9026855157764446,0.7545457890880768,0.8547621783789955,0.8306109966464343,0.6614013619323549,0.8527031343092393,1.1746168939910995,1.2927975580023925,1.8185162857828954,2.0152088839064892
0 2,1.476909146427894,1.2695541706267395,1.6530044194674742,1.6643298484552898,1.6733185799657757,1.4143204109512153,1.2428067656402295,1.226368342599882,1.144521225733943,0.8729263618967005,1.091617396607761,0.7944544654563491,0.6699578138570704
0 11,1.4703507474106665,1.4523986734432024,1.3698287852143785,1.6829933649734665,1.4781822206698843,1.3485016539883024,0.8668469761142195,0.773319971718257,1.2079694152803353,1.3789147468951968,1.4560588346494876,1.229102605192477,1.5836498792731741
0 4,1.3056150473650399,0.9673930238561455,0.9952285810594622,0.7982600788909007,0.7852382601147501,0.8787801315739417,1.1399013193436842,1.0334898642456087,0.84502438574876,0.732072737586608,0.6988599306255414,0.7459596839342357,0.996715096514342
9 0,1.167253984227403,2.2759823855487715,2.5513367628982317,2.207446257149136,2.3139141376141716,2.2757328789787565,2.0317895112583857,2.874772922902703,3.263568264996766,2.5249517061944466,2.1727607636786495,2.113935145300611,1.1978226939997563
11 9,1.0330536258426308,0.9994877147297061,1.049277657031482,1.1882208560304268,1.0423725512287914,1.125015193307979,0.6820213329571294,0.5970348988077485,0.7273920568282163,1.0848407922294283,1.0049612349839203,0.7389357222882538,1.1218944840250815
5 5,0.9144382801762165,0.6794172125284422,0.636565579856221,0.7134085344032121,0.6296602387316413,0.41013353696871735,0.38272407994021324,0.34442893620929876,0.5806819667099336,0.6342239530100773,0.8015991605710393,1.0738905208861507,1.2869358537221092
8 9,0.856611536153351,1.199805122227428,0.6608799045052804,0.631746641355196,0.9726577275124985,0.9298888732047641,1.1389083145020011,1.368077308629762,1.6021369630654305,1.4760813791570087,1.1305056519087122,0.9531748473613909,1.2373768180015852
2 0,0.7345406899294725,0.5412423975372315,0.49537000955209404,0.6082032767318998,0.6884998952936676,0.618621045489697,0.46111726569306055,0.2733108456265663,0.37037338104414597,0.33510185514648844,0.40613062811797573,0.43145211855705534,0.3206925080720155
2 5,0.6959660204410488,0.5830877466877774,0.37561869394420816,0.3494941644212407,0.4047248935523963,0.3331092749368858,0.44662715951731347,0.8451276011013561,0.9183704440544823,0.43396087512254145,0.31549591311554565,0.3505260355148551,0.28256408984755704
