semi,key,total,weighted,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
5 7,IV V,4.6555465367774564,4.706969940500705,7.488768841969911,6.605624124883071,7.058662721798412,5.819361483442901,5.397967929406571,5.514856301348262,4.2365433971246755,4.100276156478185,3.202787412511486,2.93616789944511,2.75002214415037
7 0,V I,3.826579005083817,3.935275779484095,7.226549568204702,6.278789907125905,5.873431827384715,5.948307954208704,4.82468051413419,3.506667923874569,3.385939382469872,3.1827164581008303,2.8803271996847517,2.7229464660563996,2.9121907696591003
7 9,V VIm,2.259544762483701,2.753413596729583,4.712733526515252,4.276829570044857,4.1629928049480185,3.6945699125068923,3.135011085763459,2.7135115686021596,1.4136817650171898,2.152623620104921,1.5160058074526428,1.186708692108594,1.3477440361995798
9 5,VIm IV,2.1559502661793237,2.341427267487546,4.2712944737409355,3.848584653005244,3.9528582985331853,3.1988218984870507,2.800070467775873,2.7830715515246736,1.5229429228085427,2.2530261456180485,1.5706719898863586,1.5233440500010875,1.7264325651934254
0 5,I IV,1.9048270521970991,2.269838433493752,3.50030985150638,3.132979820567166,3.4381823410052275,3.0936426402654176,2.558072047246376,2.2847475506835924,2.1291139855158194,1.8225666066948973,1.484774478049422,1.2059594975236523,0.8031066783204462
5 0,IV I,1.7467907920077799,1.593638052957756,2.1890612968810412,2.129918488742874,2.0243003160472535,2.035085847126624,1.9932264022655761,1.5572427217744007,0.7980461009430081,1.3627706397201242,0.9398544350141961,0.8006427266008456,0.7047092058201896
0 7,I V,1.6605443189102622,1.5260363108298491,2.254172981168483,1.9269493175494592,1.6788221078249044,1.9950307999986534,1.7985676021573254,1.3612478962629588,0.6027195465324785,1.3318384744133531,0.8728059708836245,0.600406683091161,0.47203663234841076
7 9,V VIm7,0.6665590054928355,1.346145253799825,0.5877069151079984,0.8357732937090239,1.2532135863518794,1.260411638283172,1.3687758319133718,2.567452061805148,2.3497885204249562,1.985889704798848,1.268149570133233,1.2310237195064493,0.6387166377475416
0 9,I VIm,0.8849607448084631,1.2898132213625975,2.812226101566261,2.6635365170502916,2.589780849494479,2.4053655126173563,2.1293817840848965,1.1939135544461683,1.0950562776938109,0.8695422466840201,0.7075712599547103,0.8843526012088002,0.6466976269330997
4 9,III7 VIm7,0.4650116464472871,1.2764305908526974,1.2641769066580166,1.2501399139354317,1.348976378791031,1.5520833880826441,1.5467110537629567,1.6422615735806665,2.05795311775085,1.9708785290410713,1.9105928080047827,1.9290432363395815,1.6472617776627867
7 5,V IV,1.5472180047093538,1.2544749210921768,1.2912791559332994,1.3204588166439595,1.3359607610023148,1.5130496239256557,1.1188652811022983,1.146208610951191,1.2642144325556406,1.4264383618077627,1.1140783610417844,0.6394193807060885,0.8324763038151777
9 7,VIm V,1.1409498677389531,1.0910080401593696,1.6834625796471199,1.6823584612700513,1.5470901289380181,1.71201304986102,0.938588719684428,0.6791308660487478,0.9364478125060622,0.8997660309702639,0.6110428408449402,0.3295593121873384,0.5584819754666591
4 9,IIIm7 VIm7,0.8150750090442439,0.9440597549999845,0.3573066988374959,0.6986858677048454,0.6566420743369317,0.5323306490616513,0.6528288931060641,0.8764219488733818,1.0998818650355229,1.0094399897180162,0.9993871093427911,1.2857080785471682,1.6459701743066235
5 4,IVM7 III7,0.2930828636085722,0.9314317050771037,0.6153707140662832,0.5188943316806977,0.6020378349821052,0.8414981517849942,1.1075035551807775,1.1745784710648681,1.4677434079255753,1.5161683689581789,1.6250083091864784,1.8147529526042425,0.9566910083598406
4 9,IIIm VIm,0.8506878209119842,0.9114101787293188,0.8673794068078482,0.6243519817760376,0.7236150628870796,0.4213437720660133,0.5632261924670903,1.149147467627616,0.8395159212263492,0.7229047316906032,0.5461117316866225,0.37477936114840193,0.8914179026622936
2 7,IIm7 V,0.6291126627170531,0.8525276605704994,1.489522703048557,1.3456384618614157,1.2069770570124851,1.3968364255938421,1.2562331314791682,1.2157516634621321,1.055514172164341,0.9057700872834367,1.1344256827689023,1.267026612840957,1.4033327610793047
9 0,VIm I,0.6053472813320462,0.8444190838866685,1.6562690443839643,1.2482142939801455,1.3121216323231923,1.2262001177427266,0.6579929116195481,0.3070290602176897,0.6394469709551681,0.5259111330869751,0.41175558965123454,0.5628660726114526,0.2898023003178545
5 4,IV I/3,0.547802618987341,0.8405050495678021,0.7713829440993513,1.1343116670735205,0.8928219278984487,0.916090734249048,0.7590005532346369,0.5972163061907856,0.5894896969231093,0.7892897952693007,1.02011404518372,0.7020160598161402,1.0411268539746088
0 11,I V/7,0.7401118030731388,0.8090772676554775,0.9410417911744214,1.096883664186845,0.8904865713705559,0.8224945637996807,0.5028155229835513,0.4992822873370518,0.5092412378378227,0.7883294512913864,0.6906231214739945,0.6140090958345393,0.9104853149235422
4 5,IIIm IV,0.9457493464520119,0.8023197410177058,0.9662555660770837,0.9350292214621384,0.9231694480501474,0.9008058642110341,0.9813585177555765,0.9816579338850282,0.6242425954584895,0.6178772100058593,0.3917985598116468,0.39521897973315273,0.4904522028821682
9 2,VIm IIm,0.6422294607515079,0.8017007899681763,0.9251958634308318,0.9926899074301048,1.0599618079975872,1.030580115709489,0.9287845709260035,0.5166959467702626,0.5444399196740027,0.45473597277426103,0.4167109263376733,0.36280651921584506,0.7279133790863777
9 4,VIm IIIm,0.6047125975561854,0.7485243721598015,0.5281867739246023,0.5418286709530372,0.6366367762648041,0.7263262977601634,0.795093579891901,1.4548013802951123,0.7346672860269101,0.36109601572925226,0.18236121841924702,0.14146014633986595,0.19669109446649938
5 7,IVM7 V,0.7504077843259905,0.7081055519225704,0.21736046913981785,0.22651767749898225,0.7406766560790221,1.0682180613998324,1.0502599340379428,0.867626920440848,1.0111786837825474,0.8727674057663373,0.47527916946286125,0.3265524927905414,0.31587633334238796
9 2,VIm7 IIm7,0.6712133531824808,0.7033948003731474,0.49177433345718724,0.84317380680793,0.691564201149254,0.6003914163848221,0.547443508324811,1.0739840233850735,1.005563422212182,0.615399736050824,0.6693955686756289,0.9784198665175691,0.852529608876092
9 0,VIm7 I,0.16522934298240727,0.6980293824400289,0.0763682505234761,0.12251564300378569,0.20862102310071676,0.27241113983885795,0.327495684648358,1.7165181245749825,1.650985504096725,1.030376940297104,0.6725362900105026,0.3379712721035905,0.1490855908484075
7 0,V7 I,0.8293906542108801,0.6869920372081019,0.5798101539024737,0.8965229817282866,1.0498078531217263,1.3127690886756502,1.2314861049567993,0.6108683633819025,0.6669908165730265,0.5047931763495088,0.573424639010966,0.7878379940859516,0.4634319261958829
2 7,IIm V,0.6260802846768296,0.6807385557819259,1.2092686571060705,1.0836188870060426,1.177135984736696,0.8852082894186944,0.523990625765951,0.21821633794317505,0.3032913415714452,0.17823426713683643,0.3573361772204218,0.18686863527185918,0.3692461704624312
5 7,IV(add9) Vsus4,0.14125240033878012,0.6710209393126758,0.0,0.0,0.0,0.0,0.022947412465606488,0.5524618348081718,0.45468397830261337,1.2632539929905544,1.636271767405498,0.9723511953092326,0.8450238546527283
4 5,I/3 IV,0.6692387814353585,0.6549457381023925,0.7611861443014052,0.37286206834379176,0.36530279163862334,0.5938732935123664,0.5660796127413449,0.37821864832039037,0.40152092432695685,0.7354667906470903,0.746895427075726,0.5098052016007022,0.7855380627619512
5 4,IVM7 IIIm7,0.5939229733665532,0.6448450049574234,0.7208785305039801,0.6602848000776014,0.6824118130609074,0.5857681431848615,0.5051225895150323,0.5219166049805759,0.559384436388131,0.5516974012276571,0.8316882565358747,0.9700470469319816,0.8473746337625632
9 5,VIm7 IV(add9),0.19125137779269677,0.6333135358201809,0.4319944319174185,0.4134218329907355,0.5259100153922056,0.6261161988614192,0.8473715044196919,0.8962385263685624,0.7016640394402882,1.3219868168625688,1.3808459030981248,0.9468495629694719,0.7372976567958974
5 7,IV(add9) V,0.25323882656842706,0.626863312208901,0.8376762920351134,0.8371242728242307,0.9610727222808381,1.1177838604049726,1.2957516243414304,1.1890292316935578,1.17585143881352,1.374753922080002,0.9238211205987887,0.635894759346457,0.6536534114056227
4 9,III7 VIm,0.9383447024003035,0.608839164750664,0.5427479817450883,0.6064381832647109,0.4906300531960671,0.5585835023870728,0.6652947175370207,0.5292399333058667,0.32767526541127023,0.29827757852865233,0.44110663096577407,0.8868343057898125,0.6569655140108633
4 2,I/3 IIm7,0.32806099170045183,0.5955310848360099,0.7076842114699237,1.1476939888874162,0.7882813178504161,0.7546238078149304,0.8768793590213935,0.4804437982756251,0.47496635300626544,0.43996394495452307,0.5987276601686929,0.6394825117062037,0.707599936399747
9 5,VIm7 IV,0.4453364493956048,0.5594138851822945,0.25861060610470943,0.5148898639613879,0.4575057161274932,0.34920182165979813,0.658563811850738,0.693877927601375,0.37237762595608054,0.4295922926876322,0.45123372578199383,0.2952708725558553,0.4369963895301111
0 5,I IVM7,0.36564837531531447,0.5420921870673218,0.3317356565029385,0.1755662302332565,0.28275502341453695,0.3427357367915727,0.3028887756493957,0.7635561330388908,0.9263062078052872,0.6691672357906507,0.6820944580739555,0.7649906355631405,0.34746708574439733
0 5,I7 IVM7,0.19929070562026588,0.5342228613209248,0.7405209891542803,0.738491788573571,0.6953897319757737,0.8019965911782581,0.8032597646444103,0.6225627530605112,0.5908639123658502,0.5587286567564229,1.0371033971026529,1.283279450583434,0.9260290733043725
7 9,Vsus4 VIm7,0.09788234232163094,0.5336123726930976,0.12164872812645945,0.08982043592271328,0.11048728110185284,0.09569895429384953,0.0936611313214436,0.4014120736021695,0.2531771363253011,0.997595835854907,1.238690198742968,0.8271533923958292,0.679412075709587
9 2,VIm IIm7,0.369668039229099,0.5079688546780996,0.8760029750287839,0.7669480148287872,0.7910181807933037,0.9170391967904946,0.9104691732356838,0.6004594011122544,0.48940459098339845,0.5457713896467316,0.659480464691647,0.8624657896817979,0.8980849270734876
4 9,III VIm,0.5985068006366584,0.49680864900491545,0.28991610953435015,0.3424930653407878,0.6111671509512965,0.5917377111851885,0.588123036482637,0.4882953055132399,0.38916294362258985,0.22208265346024678,0.5507891483873731,0.30540313704148936,0.4430562546130922
5 4,IV IIIm,0.42368668059680026,0.48456461308103804,0.4426742272683209,0.23646832750790756,0.3574437244396577,0.2770819974437677,0.5149707530577239,0.722879584098669,0.5237342286726236,0.7765385197695586,0.5798454121651023,0.10188863241808371,0.14864348591631069
9 5,VIm7 IVM7,0.42171210884967797,0.4732208057073677,0.22805806940684803,0.21037653406558848,0.5664508406264742,0.7018535071252415,0.701155922072216,0.7317101648372155,0.7369645324803408,0.8522840104997575,0.6178287817665031,0.3879066437610481,0.5112137824128035
11 9,V/7 VIm,0.41353174018302874,0.4565866417600563,0.6894139872011283,0.7807680605434408,0.6792366779047657,0.6476365509192309,0.31564472833255747,0.3038606494071435,0.19414506467605477,0.35017881818621693,0.22836067177019476,0.12888532607568967,0.24152927280041891
2 7,IIm7 V7,0.5207227778839503,0.4344285078112229,0.28055766515561875,0.5281715170820025,0.5382829238408502,0.4329613640418065,0.6215642727826497,0.32085944893238283,0.28626850599480164,0.23537767702990992,0.4486657706908192,0.610808500558161,0.4266498606338849
4 5,I/3 IV(add9),0.11515984510895053,0.42605024186042534,0.45745943983265713,0.36459674706550615,0.3455558161987851,0.3962021287667634,0.6897100455360458,0.9430751991170159,1.0378329126601975,0.6442724878484314,0.5002507027614268,0.4374299709184668,0.49563477399450007
7 7,Vsus4 V,0.42298147640139944,0.41165311493421525,0.355118114936981,0.3699191513276273,0.3711303497689683,0.3031784115838971,0.304083348311148,0.2621879291995712,0.3751005114007558,0.6379541601345569,0.5455077654010572,0.3504029336870049,0.5821989407827971
0 2,I IIm7,0.35908997629808703,0.3928768032977546,0.20772204610656433,0.2742663217896601,0.4017191036951148,0.22637451118684998,0.2760154450160929,0.6322935499698027,0.5780775718444245,0.3911810164539297,0.33621598804840985,0.207371520666958,0.15537604693303184
7 4,V IIIm,0.5057724489414532,0.3892201488773857,0.4853642966908454,0.4067465713030918,0.4268440972864375,0.33014522606633084,0.2622410139591505,0.365309138680288,0.2020530653418579,0.34039196933826493,0.2328029308976484,0.213071913082564,0.3425189340004866
0 9,I VIm7,0.3145915915682966,0.38469205709586524,0.8793018380294719,0.6534526736172749,0.606135452778154,0.7333653101745975,0.6921793304179513,0.6813253105440973,0.6623336872028402,0.46712338040863804,0.5247691574783198,0.5825108888562885,0.7123713490731173
