semi,key,total,weighted,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
2 4,IIm7 IIIm7,0.575235062188432,0.3781035379024455,0.4066624805723742,0.5519856564068848,0.5336459524290728,0.32342847187368556,0.3851241153066786,0.20663216827189917,0.16852235064459478,0.16931950981734664,0.2412249902377598,0.4134958419635156,0.34251910476742303
0 2,I IIm,0.45034339918295047,0.37795831484994813,0.7141634753456758,0.6168851930153947,0.6140856200151271,0.6282735247204002,0.3862100134223816,0.18118946377002182,0.24646742861779283,0.2040311327411896,0.2645078777913366,0.2728120001530221,0.24192243661340143
7 4,V IIIm7,0.3507685667923576,0.37126380328610287,0.19594427776142276,0.28326075091362296,0.29621130224013387,0.409542620991848,0.5317228759731684,0.5143466110404484,0.560817792322191,0.45351025728619493,0.33933013692705155,0.3389438292251356,0.28083073893429733
2 7,IIm7 IIm7/5,0.3506980463728175,0.36363027990337204,0.3243547622325604,0.3864908259894041,0.21498046880873228,0.15218408678481177,0.21246751563766933,0.21884738130826115,0.1805083915170527,0.3839435526369451,0.6049705736276464,0.5933844928435182,0.6234578943436547
9 7,VIm7 Vm7,0.15380503501691434,0.3612246558649187,0.2948361030150877,0.4506232414225235,0.38883381208795054,0.3734270694032065,0.24633624670888488,0.2756779794420029,0.4908668718006036,0.43811356287624575,0.48913269468682347,0.40417730023288917,0.4870686032630118
4 2,IIIm7 IIm7,0.4177629653554335,0.3589215331877764,0.27522815016001595,0.2669069793784238,0.2568343840571478,0.2501372797409869,0.20937997731267274,0.12820885884799033,0.257345822035258,0.31853346698554025,0.42721537955614347,0.5264172546830179,0.4768370396131991
4 9,IIIm7 VIm,0.3549997919647624,0.3517518263614213,0.3009667936363986,0.2580992798327619,0.25701026684413264,0.5312265822532988,0.5094075066217735,0.19315883347514515,0.3133443694572936,0.2588342030269592,0.21620304528182066,0.40593550759113173,0.18974772318431565
2 4,IIm IIIm,0.3547882307061421,0.3257540772373675,0.28573840134743994,0.29585257209013094,0.3044232305803533,0.2303665674418343,0.28181839704090134,0.2687464879971667,0.19645913131429973,0.12956017470407605,0.1318265169300758,0.2858937987013273,0.6583593799452471
11 9,V/7 VIm7,0.23278790490180384,0.3077340275474819,0.21785000413111208,0.23738165734140695,0.12973505641580782,0.15420794675804209,0.12544001292880877,0.11213868118351256,0.2950315111768795,0.45310301722503843,0.458461841584921,0.4582449694937127,0.6593210358126518
9 0,VIm7 I7,0.04851804864357499,0.2975089193012624,0.5081833409155652,0.42619410513385486,0.43493677733260755,0.5327108796748442,0.5714425336402528,0.5221626759784946,0.5696201138096617,0.5054294189819108,0.6541618377531379,0.91715705056084,0.6492084811327198
5 4,IV III,0.2748885953672316,0.2966005186981688,0.12458938594983701,0.1397469759644928,0.12069838159591338,0.13567278088595566,0.5183689493318931,0.3873531003128235,0.5572018667651846,0.38203576360256497,0.4270816453647336,0.06389002619787981,0.09735886046541843
0 4,I I/3,0.2923071389936313,0.29390929731483356,0.45541449480428015,0.20623933708490125,0.2138809218962153,0.30859599355851547,0.29648819438218604,0.29574707321657473,0.36070828898686674,0.19874842415367994,0.15824634128888448,0.17995230165411769,0.23968851927952634
9 4,VIm7 I/3,0.10486386385609886,0.2924506902215482,0.4682072683204736,0.3516072253778453,0.3611256456941334,0.38956744791796566,0.5429387744445129,0.5799761698711259,0.6694110822675343,0.43666384512865214,0.3452690750788404,0.38616605055894815,0.32665619623829034
4 5,IIIm7 IVM7,0.3559870778383235,0.28109116145413515,0.6225470332504824,0.4677764036088281,0.36816251148472795,0.3224993287454903,0.29548126444778156,0.1578637099400195,0.145454671192857,0.1690920758611133,0.20229644350113785,0.3600484605537806,0.19555198805976712
11 0,V/7 I,0.21008032980989813,0.2729951486938798,0.45998830947635067,0.35874476060933236,0.3201355367162931,0.19591850909375388,0.15031716797187322,0.2685744163326821,0.34404193204744293,0.23129848003469655,0.3376334815316281,0.28116502701747836,0.15586273329372977
7 0,Vm7 I7,0.14132292075832018,0.2675256664581268,0.27627251279204684,0.409912328266339,0.3538633043745896,0.3681101776002072,0.1924982728912393,0.22206092465133015,0.25235616742324024,0.193040821378001,0.483561206876868,0.33835359056289865,0.2583115466643763
0 5,I IV(add9),0.18850108143063365,0.266478267354592,0.0678424872891746,0.10662909249125203,0.12672918875166184,0.14059587563552944,0.33939749947877956,0.6280021671975085,0.2570081779841617,0.33562460137069633,0.21940091662879704,0.0870190065271622,0.1150354564837806
9 5,VIm IVM7,0.353800944832581,0.2663548236120808,0.11043050970236605,0.09672633226329506,0.17996838254169656,0.41308759962084257,0.47686679660058784,0.14741077550280737,0.21901696342643817,0.2491370065102378,0.18707756993923402,0.17536378250614268,0.1321843647345756
9 4,VIm7 IIIm7,0.2297555268615804,0.2636909717998417,0.2448926591133985,0.14038043866343472,0.12073533932503959,0.12380340218639892,0.09523230677974256,0.3144877945069816,0.3787041758092302,0.16274111204872,0.18364061543560764,0.1785508397095522,0.2575239068952422
7 0,IIm7/5 I,0.17947446772950343,0.25364005600441714,0.24165124748459554,0.30628205451863794,0.15654902016239475,0.12248312588180986,0.1398335334358424,0.143751664058169,0.08356671256363253,0.288193269943225,0.4867832884325758,0.2868897707184657,0.41386837598452475
9 7,VIm7 V,0.26854175760862437,0.249571468748481,0.012223687788416005,0.11705402024596732,0.051580954296769885,0.10766886895811373,0.21029772739547403,0.3235490177906766,0.40939277539719726,0.28971481637267693,0.2210517066336952,0.314410485509197,0.17687909399227103
0 0,I I7,0.1971750930340635,0.24788061891690935,0.2863941683478305,0.31635471042013324,0.2693080401318015,0.41540649125498236,0.4501375610436752,0.167319038653715,0.13256657244572662,0.12365217622937975,0.20375168386614023,0.24447687218411573,0.2546536903538148
4 5,IIIm7 IV,0.31508523450507714,0.24367529648791816,0.11605099643480737,0.369936124189562,0.4144932541347865,0.2748017319846815,0.13277795643590418,0.09493194805119372,0.09029455965238624,0.047597562123170616,0.1049654720570714,0.11175958784647998,0.15520579572490742
2 4,IIm7 III7,0.16713339430998944,0.2297816270271393,0.10095155462322948,0.13220719699701441,0.1596980154361833,0.14824416733281384,0.15037098881732602,0.2733106158275796,0.3987943697704266,0.3641693141088003,0.2770661185203402,0.34436573814300825,0.2368448334514087
0 5,I7 IV,0.23532664000524672,0.22428939688005928,0.24094278227585272,0.2818914704357127,0.24792692399474328,0.43467533304001216,0.30978071163501764,0.21128164977603317,0.23788903121198254,0.19010685171158986,0.2859931179346803,0.19525915021669343,0.1937269117431089
2 0,IIm I,0.19548260296510156,0.21600276499460314,0.3752071624016453,0.3324749977487904,0.29214141509218666,0.30889268824666694,0.20262345689202327,0.09265384742537086,0.15709050528807514,0.1554772261568144,0.1465431791200794,0.023155439553947554,0.04481032735890514
7 0,V IM7,0.08941989197682135,0.21297034095194764,0.4820695395473489,0.38743412269657923,0.3984551511945162,0.47758085613401935,0.5003696572001204,0.4449907810217461,0.35513773784676084,0.3692266392681037,0.5101078912170915,0.4144244502029556,0.4853044852726569
0 9,IM7 VIm,0.027079841103390692,0.21170634810366104,0.5061730165247164,0.5357470261400393,0.5581267136850008,0.5498547271452632,0.5534551567232816,0.4335739988515822,0.3683238868337523,0.3600662193021577,0.49609034925488565,0.5572296697569195,0.6074496710047881
4 2,IIIm IIm,0.2034514103731306,0.19903992186499148,0.019078939050698226,0.026708989682894722,0.08048578343241766,0.0655682195364396,0.13536687141153864,0.3442078456715595,0.3089883982768635,0.42464623455382716,0.30452015596363863,0.01962878908303079,0.06614226611917835
8 10,bVIM7 bVII,0.024964228517188297,0.19765896283457676,0.0,0.0,0.0,0.0,0.0,0.49408872184425606,0.7077844511396005,0.27841190912670827,0.15873312296998815,0.013775085917906138,0.060869071871814576
9 2,VIm II7,0.07997015575845064,0.19541032534473984,0.2676908103075874,0.3300754854977226,0.40943740975241527,0.5057756709509833,0.5857651842970351,0.3653133197368108,0.2835389262119919,0.20675996598001978,0.16320209165635025,0.321274762283466,0.195372810254096
2 5,IIm7 IV,0.06939209282743865,0.1882354391775313,0.0,0.0,0.07483072658208285,0.0,0.04926097491723593,0.5145468370934388,0.4793113532711405,0.16312754018030526,0.012123327202696734,0.0,0.0
5 4,IV III7,0.19689301135590317,0.18729428004175722,0.37256435205618516,0.25721987575214794,0.11899181891250388,0.18108586326484225,0.13639573252169912,0.13941538464486677,0.12018010385075635,0.08558604553317534,0.08355095585524012,0.2342346767113963,0.23748813262088564
7 8,V #V°,0.12108356035031724,0.1866204671765908,0.014079613223452962,0.054637381148938916,0.34705233315579737,0.27598272830311077,0.4209847550636013,0.32572724462817015,0.18667209143543326,0.13066748984591936,0.12231186972718767,0.09663937860038808,0.07599663183908105
4 9,III VIm7,0.06530190849411402,0.18011707956783618,0.043845545874790046,0.1452523816883145,0.12757033502842322,0.1016487817026897,0.353572020983308,0.3753417828659822,0.26300444948244295,0.12350206935532725,0.2791517607270786,0.09404621576763367,0.0818064767761249
5 7,IVM7 V6,0.12616103055720299,0.17832473558658676,0.17654982502249597,0.15024264390934794,0.14060061782574812,0.2989287271008399,0.35448855280459834,0.1731945947390575,0.1322189613218901,0.250163014578941,0.32250080488302046,0.41072425242149535,0.4402816413228008
2 7,IIm7 Vsus4,0.0913944637239436,0.17743012967367236,0.05514673492837781,0.12295039960988877,0.15366111991500864,0.1598892708354994,0.21037389215350677,0.15838180902260343,0.2838262948832194,0.3557457403056313,0.22252399278185692,0.0840938282099048,0.17361742866367275
8 9,#V° VIm,0.1001389957469135,0.17722768371061662,0.014079613223452962,0.044583674450250424,0.3044392752299372,0.2893970305207756,0.35628134218225105,0.2771179789020086,0.2556534233682277,0.17412936497712467,0.13540192331376058,0.09684287792657562,0.0810247440443873
5 4,IV IIIm7,0.16685131263182912,0.17652467955968065,0.0597449724083312,0.23149679303418974,0.24493804871492736,0.44515587508798177,0.15129762352025233,0.09057471162419534,0.12700511865254147,0.06865736033959519,0.09474802356706553,0.09093540194878302,0.011397852243279492
0 4,I III7,0.19379011289613965,0.17626637483280438,0.1648915076857158,0.23876322813323192,0.21556599286326722,0.26416519799138977,0.25613303970150175,0.158978141339145,0.16507552921731522,0.14509020392745273,0.10371133303126091,0.13520008357140711,0.26767200818425
8 9,bVI° VIm7,0.04026715955738564,0.1747713095892191,0.033569319296968055,0.03199758529237141,0.038221974840250944,0.08127294860067778,0.05251236598785723,0.387290037666018,0.4172952250239207,0.24193540413378314,0.0473358611354304,0.009900390572277942,0.02112662137839935
5 7,IV Vsus4,0.1584593827065596,0.17283194732186413,0.24628798294342352,0.2083325019521021,0.18425143294015786,0.0846196091277101,0.07877045800402788,0.07101795655782121,0.05321134931666433,0.16787979276464202,0.23263288952531522,0.1724005509882983,0.40790705221752926
2 4,IIm7 I/3,0.186173907585811,0.1719464985684662,0.16459488672711897,0.1623864781637684,0.19769931507845104,0.17730329155570498,0.1731876917925317,0.15224151496235164,0.17864842159641672,0.16584622115828582,0.21778785671479897,0.20764592341282684,0.21888944051738932
0 0,Isus4 I,0.25133477524084485,0.17167577784087434,0.3190459252160588,0.1857209172369511,0.1692715130517409,0.1665348948649889,0.25205408049719474,0.22068545441653856,0.18253618090322749,0.16108501629550784,0.22547429151447076,0.14728036950091258,0.20029250801735346
5 0,IV(add9) I,0.205567022959333,0.17063323675805578,0.05512926867471251,0.043324073550354836,0.03521298118974123,0.1716313673927016,0.18183606900540084,0.3658347530128397,0.10044711033013438,0.12793567723334995,0.11030300517854608,0.014357340871246667,0.010974276341826754
10 3,bVII bIII(add9),0.004301745591944876,0.16967843297226312,0.0,0.0,0.0,0.0,0.0,0.4501697243469889,0.6448702777049694,0.25366418387100087,0.14462351203932253,0.0,0.0
7 5,V IVM7,0.2575405721603719,0.16931117110202992,0.05746784361667778,0.0537715672111128,0.08217889484905928,0.1836241906721672,0.1486676424758251,0.13778677068043022,0.2100929124337896,0.21883601473843206,0.11543382280089054,0.13761843312720118,0.15333034945325333
5 7,IVM7 V7,0.13046277614914786,0.16777926275602736,0.004074562596138669,0.010437662709580568,0.015729179853079398,0.02013384141406253,0.0776707819563296,0.11932053482702047,0.273112686503203,0.29964706370752575,0.32719642878655775,0.2982084328204818,0.33919128195655723
5 9,IV VIm,0.2220688011317117,0.1628052721211543,0.3967496181670705,0.38569091120937565,0.293788795626921,0.37566097703128526,0.13140957050072608,0.1338421800920083,0.12133455925736257,0.07686215544275046,0.008577293589008475,0.0649261330307,0.09494866348437174
9 2,VIm7 II7,0.16332529165482512,0.16150941157683565,0.24075270891910447,0.18555212238040628,0.21542289220367147,0.20528873017301608,0.1077717470976877,0.06268265920480798,0.15480186298232054,0.12087959787033623,0.1442964718328819,0.10731613287961926,0.09931826661208436
7 4,V III7,0.16262008745942433,0.16093318538087972,0.10513652292516601,0.26228982935494255,0.3665784858086361,0.3535167139116574,0.3262955612070355,0.2535893286667181,0.2262089233994583,0.1893867798718307,0.1895189099198017,0.12675524194843554,0.0784873523126658
7 0,Vsus4 I,0.1258084284595026,0.16009483338133412,0.02674368176577629,0.02134936361659644,0.021582871361971408,0.0,0.02973227131896009,0.20396176620254947,0.32931453764395424,0.16518515951689963,0.14299508523212456,0.08840775991489586,0.1589292532852241
5 7,IV V7,0.21127917694207948,0.16000509537973348,0.03431354841111193,0.043404340893354466,0.06945993301069282,0.2180716302718614,0.03423669908662545,0.03842249620166579,0.31539960848085663,0.20173121826258064,0.14824566645950557,0.1651748358379133,0.04618829249427133
8 9,#V° VIm7,0.07905339030442961,0.1580377761620638,0.0,0.02741486966110189,0.061258484211532516,0.08376154561736474,0.2861892979578015,0.27042135462599537,0.20133713701747885,0.11685592260444187,0.14234948172835907,0.08675663193657979,0.27458071639099063
10 0,bVII I,0.2167797696662057,0.1575440239474901,0.39658992305180113,0.2800022252695836,0.19758003494813006,0.1150360794396384,0.09346962524460078,0.07821471766212734,0.06508987813863437,0.0521314202605187,0.1632094457500996,0.11998696944189216,0.11557566278357566
2 0,IIm7 I,0.13363619502845148,0.15619996795954114,0.02389903245056018,0.17311380629272777,0.2510147044317949,0.21556534734263558,0.22475082150872658,0.11712255278523809,0.045591598873883726,0.03713942499049071,0.06765951508487071,0.16976230889487426,0.11706361185953369
0 11,I VIIø,0.06812272527571721,0.15605906525241464,0.12310050715708849,0.21254493282179915,0.1617876140937429,0.13482905667150932,0.11549578482386683,0.08692594917450694,0.2601310762725513,0.1627003486128721,0.19092056233823515,0.11835341037656147,0.12404775431927423
9 4,VIm IIIm7,0.13864314481579715,0.15565173055752654,0.055353307714093455,0.2743584917077327,0.2329322851294594,0.17866484861930282,0.017052809079529593,0.051668873799771746,0.016581636024745553,0.015719909309909148,0.05140575995421463,0.13141837742687723,0.10555540478262837
4 5,III7 IVM7,0.0966129747699095,0.1533204531083239,0.09275729527188241,0.07401618944989599,0.10778459995296055,0.12841014909197035,0.13812463342592812,0.15801622363961493,0.2785587819565161,0.2941484488624073,0.212437410692109,0.19938534969892527,0.1889556948752399
11 4,VIIø III7,0.14915068732726905,0.14934904073019342,0.14235303486375792,0.22668078138939274,0.18835149937136716,0.1575983620751237,0.12893709477756665,0.09521303172735988,0.15346662580282766,0.18385496819101982,0.21347851907581808,0.19826652861376873,0.1715048008740998
5 10,IV bVII(add9),0.0038081026551643163,0.14886379599418462,0.0043739866552317515,0.0,0.0,0.0,0.004127502242941194,0.47973017408606133,0.4374050186335169,0.14789559434568908,0.006502146080624876,0.008958750103105127,0.010974276341826754
