[Eadd9],2327
[G#7],5474
[G#aug],446
[×２],4
[Dsus4/G],252
[D/A],3420
[E/A♭],2
[D/G♭],2
[D#m],9292
[G/F],1126
[E♭6],2
[C/A#],31
[Caad9/E],1
[BbM7(9)/F],4
[Bb9sus4/F],3
[(Bb6)],8
[F(11)],6
[Bb6/F],13
[FM7/G],595
[C7sus4/G],36
[Bb9sus4],148
[(Cm)],111
[C#7m-5],1
[F#m7-5],1994
[(],366
[C69],140
[E7/G#],1850
[F7/D#],35
[Csus4/E],38
[G7(b9)],376
[)],389
[Cadd9/E],523
[Fadd9/G],121
[Dm7/G],2914
[G#dim],1404
[F6],1467
[Gm(b9)],9
[-],973
[F#dim],720
[G(b9)],14
[(C)],1262
[Ab/Bb],1733
[CM9/E],8
[A#add9],34
[EbM7/Bb],117
[GbM7(b5)],7
[DbM7/F],50
[DM7/F#],118
[A#dim7],555
[DM7/A],84
[DM7/G],31
[Em7/A],2401
[Asus4(b9)],3
[(Dadd9)],35
[Gadd9/A],78
[Ebadd9],2629
[Ebsus4/G],30
[Abadd9],1726
[Abadd9/Bb],111
[Bdim7],497
[Ebadd9/G],558
[(Eb69)],2
[F#sus4],2274
[F#7/A#],1269
[Am7/D],3532
[Cadd9/D],147
[CM9/D],9
[CbM7],1353
[Ebm9],981
[Ebm],6789
[Abm],2149
[Cbm],47
[Db/Cb],92
[Fm7-5],673
[Gb7/Db],4
[Ddim7],495
[Bb/D],4923
[A5],1069
[A#5],167
[B5],717
[G#/C],905
[G#/D#],117
[E5],1080
[D5],688
[F#5],476
[G#5],296
[Ab7],3013
[Db7/Cb],99
[Gb/Bb],986
[A6],1730
[Gbm],539
[Gm-5],60
[C#7#9],57
[G#7/C],658
[B/F],21
[Gbaug],139
[Bb/F],1687
[D7#9],21
[A7/Db],76
[F#aug],257
[B/Eb],223
[Dbdim],275
[Gm7/C],4044
[Aaug/B],35
[Bdim],1371
[BbM7/C],645
[Em7-5],1307
[C#dim7],465
[FM7(9)],1148
[EbM7(9)],681
[Cm7/F],1400
[C7/Bb],535
[Gm7/F],483
[Db7],1585
[Abm7/Db],630
[Gb/E],40
[A/D],834
[Fm7/Eb],348
[Gb/Ab],895
[EbM9],929
[Gbaug/Ab],14
[GM7/A],569
[Fm7/Bb],2188
[Eb/F],1604
[Ebm/Gb],272
[G9],575
[Ebaug7],8
[Ab6],1288
[Db6],519
[F#m7/E],631
[A#m7-5],985
[Gaug/A],43
[AbM7/Bb],474
[F#m7/B],2424
[Faug7(#11)],1
[E/F#],1292
[Bb7/Ab],368
[Em/G],1133
[D#m7],7843
[Ab9],186
[Ab7/Gb],277
[GmM7/Ab],1
[Gm7-5],912
[Gbm6],103
[Bbm9],581
[AM9],924
[A9],430
[B7(b9)],538
[D/C],1590
[Bbsus4],2826
[Abm6/Bb],35
[Bbm6/C],26
[(BbM7)],74
[A7/C#],1543
[Gdim],853
[C#M7],807
[D#],5867
[Dm7/D#],28
[D#m7-5],1486
[Am/E],634
[Dm/A],583
[C#6],271
[G#m6/B],9
[Daug/Bb],14
[A7sus4],1775
[Gbm7],477
[(EbM7)],41
[EbM7/C],16
[Eb7/Bb],192
[Eb/Bb],1878
[Db/Bb],67
[Db/Eb],1133
[Baug],514
[FmM7],164
[Bb/Ab],646
[Dadd9/C],162
[BmM7],221
[E/G#],9291
[Asus4/C#],85
[F#7/C#],194
[GmM7],227
[Fdim],1392
[B7sus4],1295
[Gm6],503
[Em7/B],315
[Champagne],4
[Alexandros],6
[B/A],881
[C#m9],914
[EaugM7],11
[AM7(#11)],17
[AmM7],388
[C#m7/F#],929
[Baug7],140
[DaugM7],7
[GM7(#11)],37
[Bm9],1276
[Aaug7/F],1
[F#m/E],216
[F#madd9],68
[C5],764
[C#5],367
[D#5],154
[F#m/A omit5],1
[E/A],753
[ D/A],4
[E/A ],2
[Gadd9/B],573
[BbM7/F],142
[F#dim7],433
[C#sus2],24
[F#m/C#],385
[/D#],167
[/A],892
[/E],742
[/B],730
[/F#],548
[/C#],364
[/G#],328
[Dm/C],517
[Csus2],363
[G6/C],11
[Baug/Db],16
[CM7(9)],1211
[G#6(omit5)],4
[G#/C#],71
[G#m/C#],147
[D#m/F#],162
[F#/B],246
[GM7/E],31
[Edim/A#],2
[G#m6],67
[C#aug/D#],11
[D6/E],147
[Aaug/D#],78
[C/D],2876
[%],107
[Am7/G],1472
[Am/D],543
[G6(omit5)],1
[Gm/A#],83
[Em/D],601
[BmM7(b5)],2
[Gm/C],423
[F/B],21
[D/E],3080
[DM7(9)],1077
[Bb6(omit5)],1
[Bb/Eb],340
[Bbm/Eb],128
[Fm(11)/Ab],1
[Ab/Db],162
[Bm/E],300
[F#m/A],622
[F#m7/D],17
[Absus4],1416
[GM7(9)],925
[Em7(9)],1282
[Bm7(9)],763
[FM7(13)],126
[F#7(#9)],252
[D7(9)],761
[A/G],1140
[Daug/G#],91
[F#aug/C],70
[unison],26
[Dm7/C],814
[Gm7/Bb],252
[(Ab)],418
[Am/F#],196
[G/C],823
[C#aug],309
[B7/D#],1549
[E6],1016
[FM7/C],170
[Am/G],667
[G/E],540
[Bm/A],474
[Dbadd9/F],315
[Bbm7/Ab],325
[Adim],1002
[Ab7sus4],293
[Abadd9/Eb],52
[DbM7(9)],543
[C7/E],1100
[F/Eb],743
[C/A],253
[Dm7/A],152
[←D],13
[←C],15
[←Em],21
[←G],42
[C7/G],259
[Dm7/F],248
[D7/F#],1153
[D/C#],587
[Gb/Db],427
[Dbsus4/Bb],10
[/C],744
[/Db],135
[Dbsus4],626
[Gbsus4],144
[B/Gb],46
[E/Gb],124
[(Gb→)],4
[(Db↓)],5
[B/Db],113
[(Gb↓)],3
[B/Bb],34
[B/Ab],20
[Gbsus4/Eb],5
[Gb/B],10
[Db/Gb],122
[単音],5
[Abdim],231
[A#m],4177
[B/F#],1250
[　],733
[],787
[　　],32
[Aaug],647
[Fmaj7],706
[Bbm/F],233
[/G],968
[/A#],167
[G7/F],562
[>>],277
[(Am)],203
[Gbdim7],261
[Eaug],587
[Daug/Ab],91
[Bbaug],358
[Daug],726
[Gm7(9)],952
[Cbdim7],63
[Db7(13)],31
[Cm7(9)],818
[Faug],515
[F7/Eb],401
[Bbaug/E],84
[Cm/G],369
[EbmM7],83
[Dbdim7],170
[Abadd9/Gb],9
[Abadd9/F],8
[Abadd9/E],2
[Eb/C],154
[Gm7(-5)],16
[A7/D],129
[Bm7/A],904
[Dm7onG],5
[ConE],17
[GonB],56
[B7(b13)],247
[C#7/E#],308
[(Gdim)],1
[C#7(b9)/E#],9
[Caug],717
[イントロ],150
[(/G#)],163
[A/F#],464
[(/F#)],311
[Aメロ #1],58
[Bメロ #1],47
[サビ #1],58
[Cメロ #1],4
[間奏 #1],31
[Aメロ #2],51
[Bメロ #2],44
[サビ #2],54
[Cメロ #2],4
[間奏 #2],19
[Bメロ #3],13
[サビ #3],41
[アウトロ],63
[A#m7],4755
[(/B)],408
[D#7/G],319
[Ebadd9/Bb],69
[Gm/F],242
[Cm7/Bb],442
[Am7b5],90
[Bbm/Db],415
[EbM7/Ab],25
[1st Verse],143
[Chorus],368
[Post-Chorus],28
[2nd Verse],91
[Bridge],205
[Am9/D],58
[GM9(#11)],8
[CM7/A],16
[G#m7(b5)],128
[C#7(b9)],440
[G7(#11)],9
[Am7(9)],912
[F7sus4],552
[Bbadd9/D],385
[F7/Bb],31
[D7(#9)],283
[G#m(11)],7
[F#sus4/D#],25
[EM9],695
[G#m7(11)],238
[F#6],459
[Gbm7(11)],5
[Ab7(b13)],45
[Dbm7],775
[Cdim7],593
[E7(b13)],89
[(AM7)],49
[Db7(9)],305
[EonD],8
[D#/G],373
[C#m7(11)],339
[D#m7(11)],45
[Gaug],603
[C#9],207
[C#/E#],468
[C#m7-5/E],14
[C#7/B],230
[C#m7-5/B],5
[B6/F#],32
[G#7/B#],175
[Gsus4/C],112
[Gsus4/B],69
[Dm7-5/F],18
[Dm7-5/C],22
[(D#)],143
[(A#)],94
[Cm/B],26
[Cm/Bb],227
[Fm9],1410
[C7(b9)],607
[Ab6/Bb],79
[Em7/D],928
[B7/F#],282
[Gb9],109
[Dadd9/C#],48
[C#7(#9)/E#],3
[Bbm7/Eb],1672
[G7(#9)],151
[Abaug7],24
"[Eaug7(#9,11)]",2
[E7(#9)],534
[Bbaug7],58
[DbM7/Eb/],1
[Bbm9/Eb],36
[A7(b13)],469
[G13],86
[G7(b13)],298
[C#7sus2],28
[C7sus2],27
[Bb6],1277
[AbM9],689
[A7(#9)],158
[A7(b9)],467
[GmM9],11
[(2拍3連)],6
[Db5],216
[！],155
[～],443
[D#m/C#],91
[B#m7-5],75
[F#/C#],816
[A#7/C##],7
[D#sus4],487
[G#/B#],205
[C#/D#],152
[G#m7-5],1323
[Dm/F],816
[Eb>],46
[F>],53
[Eb/G>],7
[(AbM7)],63
[Bb7(b9)],316
[Ab/G],91
[(Db)],242
[(Ab/C)],16
[B/C#],1016
[A#m/D#],28
[F#add9/A#],290
[A#7/D],328
[A#7],1437
[F#7(13)],103
[D#m7-5/A],18
[Ab7(9)],151
[G7(13)],286
[Em7-5/Bb],65
[CM7/D],392
[EbM7/F],239
[C#m/E],462
[G7(9)],351
[C#7/F],596
[G#m7/C#],1010
[Bm6],416
[A#/D],225
[BM7/C#],134
[DM7/E],230
[Aadd9/C#],692
[Db/Ab],879
[Em7/G],341
[EmM7/D#],111
[G#7/D#],162
[Am7/C],380
[Gm/Bb],699
[B7/A],524
[G#aug7],77
[Eb7/Db],301
[Db7/B],43
[Aaug7/E],5
[AM7/B],372
[Bbm9/C],1
[GbM7/Ab],327
[Gb7/E],21
[Eb7sus4/Bb],2
[break],59
[Cadd2],37
[Cm7/G],129
[Bb/A],200
[rit.],7
[F/E],311
[Dm/Db],10
[Dm/B],58
[Ab69],163
[Fm7(11)],339
[Fm7/Gb],27
[--],382
[>==>],3
[>==],71
[Bb6/D],33
[==],37
[Fadd9/A],477
[AbM7(13)],114
[Dm7(9)],1352
[Bb69],176
[A#M7],319
[D7(b9)],663
[G7/D],290
[Cm/D],63
[(CM7(9))],10
[(Fm7(11))],5
[F7sus4/A],2
[Am(11)],34
[Edim7],411
[Gbdim],343
[Bm/A#],10
[(Dm)],106
[Asus4/B],111
[D/G],1112
[Dmaj7],467
[F#7+5],11
[Bmmaj7],5
[Dmja7],1
[Dmmaj7],12
[ Am],10
[ Em],2
[B ],12
[F#mM7],171
[A#M7/A],2
[BM7/A],6
[DmM7],276
[A13],72
[F#7(b9)],324
[Eb7(#9)],121
[A13sus4],1
[Fmaj9],29
[F#m7(b5)],213
[F#m9],1020
[Fmaj7(#11)],1
[Em11],243
[　/　],128
[Amaj7],472
[N.D.],3
[C#7(/F)],1
[E/D],947
[Gm/A],70
[NC],59
[D>],96
[> > >>],1
[Cmaj7],584
[Em7-9],13
[CmM7/F],27
[Baug/F],94
[Ebaug/A],83
[Abm7/Bb],10
[BaugM7],5
[Bsus2],236
[Eaug7],74
[F#m7-5/B],28
[Eaug/Bb],47
[A#/F],17
[D#/F],44
[F/D#],20
[Cm/D#],95
[G#/A#],58
[Gadd9(13)],23
[Em7(11)],570
[Gm6/C],6
[A7(9)],318
[A#aug/G#],4
[Bm7/F#],174
[Bb7(9)],411
[Baug/A],13
"[Bb7(9,11)]",4
[(Abadd9)],28
[Abadd9(13)],4
"[A7(9,11)]",2
[(Gadd9)],19
[G#m7/B],85
[1A],11
[1B],11
[1C],9
[Dbm],810
[interlude1],5
[2A],11
[2B],10
[2C],9
[interlude2],5
[3B],2
[C7(#9)],225
[3C],6
[outro],148
[Ab7(b9)],95
[DbM9],863
[GbM9],447
[DbM9/Gb],1
[(GbM9)],2
[A#aug],385
[E7#11],2
[B7sus4/E],32
[(Fadd9)],22
[Gbm7/B],18
[G/Gb],18
[Db7/F],22
[Dbm7/Gb],83
[Eb7/G],238
[D7/Gb],111
[Absus2/Bb],1
[Dbm7/E],24
[Fsus2],150
[D#M7],484
[Am6/E],19
"[C7(#9,b13)]",123
[Am7(b5)],193
[Faug/B],179
[F9/C],28
[/D],860
[D7(b13)],158
[(Eb)↓],3
[Em-5],66
[Aaug/Eb],109
[(F)↓],7
[(G7)↓],1
[E7(b9)],463
[G#7sus4],435
[B9/A],6
[B6],703
[(Aaug)↓],1
[BmM7/Bb],11
[F#mM7/F],57
[Em/C],142
[G#m/D#],157
[verse #1],67
[F#/G#],514
[C#7sus4/F#],13
[F#add4/E],3
[chorus #1],98
[(E/G#)],41
[(B/F#)],4
[EM7(13)],14
[verse #2],66
[interlude],87
[Eb7sus4/Ab],33
[Abadd4/Gb],4
[GbM7(13)],47
[Bb7/D],370
[chorus #2],101
[(Gb/Bb)],2
[(Db/Ab)],2
[verse #3],25
[Bｍ],19
[F#m7/C#],129
[E7-9],81
[Bm7-5/A],47
[E7/D],511
[Bm7-5/E],36
[Dm6],372
[Abm/B],120
[BbM9],896
[Asus4(9)],31
[Bm7-5/F],90
[Bm7-5/D],24
[Eb69],144
[CM7(13)],117
[G6(9)],94
[Faug7],74
[Em6],435
[DM7(13)],38
[Dm7(-5)],5
[Am7(11)],413
[Ab7(-5)],3
[Fm6],465
[C7(b13)],111
[Bb7(b13)],198
[A/Bb],10
[Dm/Bb],38
[Dm7/Bb],15
[Verse],55
[Hook],1
[(Ebm)],44
[(Ebm7)],17
[Cb9(#11)],6
[(Cb9)],6
[Bbm11],120
[(Bbm7)],41
[(Bbm9)],10
[Fm7-5/Cb],18
[Gbadd9/Bb],101
[Cb9],37
[Gbadd9/Ab],44
[Fadd9/D],32
[(Bm)],142
[(Em)],236
[C#/F],1573
[D#/C#],47
[D#m7/G#],368
[Db69],163
[Cm69],33
[verse 1-A],26
"[G7(#9,b13)]",61
"[(b9,b13)]",2
[Gm9],1403
"[Db(9,13)]",11
"[Db7(9,13)]",53
[verse 1-B],26
[Dm7-5(11)],10
[Cm11],126
[verse 1-C],3
"[C7(b9,b13)]",179
"[Bb7(#9,b13)]",11
[interlude 1],35
[G7-5(b9)],2
"[F7(9,13)]",137
[AbM7+5/Bb],4
"[E7(#9,b13)]",170
[Fm11],177
[Cb/Db],186
[Bbm7(b13)],4
[EbM13],5
[C#m7(b13)],74
"[Eb7(9,13)]",131
[A7-5],94
[Em7-5(11)],15
[interlude 2],31
[A/Eb],9
[A#/B#],3
[A7-5(b9)],4
[BbM7+5/C],1
"[Gb7(#9,b13)]",7
"[D7(b9,b13)]",138
[Gm11],368
"[A7(b9,b13)]",189
[Dm69],24
[verse 3],12
[Eb9(#11)],10
[Cm/F],222
[#1 Verse],43
[Bm7(b5)],171
[#1 Chorus],84
[#2 Verse],43
[#2 Chorus-1],1
[Eb7(9)],344
[#2 Chorus-2],1
[C#m/F#],133
[#3 Chorus],59
[#4 Verse],3
[Cm7(b5)],76
[#4 Chorus],6
[intro.Sys Hr.],1
[G713],8
[intro.Piano],1
[verse.A #1],1
[Bm/D],694
[verse.B #1],1
[Dbaug],277
[Bbm7/D#],6
[Bb/D#],3
[BM7/G],2
[C#7/D#],19
[Bbsus4/Eb],79
[Abm7/B],24
[Bbm7/Db],72
[Ebsus4/Ab],79
[B7/Eb],61
[B7/D],9
[D7/A],374
[F/Bb],519
[Bb7/F],126
[Ab7/C],133
[Bbm/Ab],158
[Bbdim],339
[Dm/G],363
[Am７],3
[Bsus4/A],170
[G#sus4],889
"[Cb(9,#11,13)/Db]",4
[Ebaug],248
[Gaug(b9)],10
[C9/G],6
[AbmM7],157
[G#aug(b9)],2
[F#m7-5/C],92
[C#9/G#],1
[A}っと目を[D],1
[Fm/Bb],168
[A7/E],347
[Eb6/F],12
[(C#m)],83
[F#sus2],70
[(Dsus4)],20
[(Aadd9)],44
[Dadd9/G],1232
[Dadd9/B],462
[C#m7(b5)],195
[D#7sus4/G],1
[G#7(b9)],207
[G#m7(9)],259
[D#m7(9)],269
[C#m7/A],28
[D#m7(9)/A#],1
[BM7/G#],14
[F#7/A],23
[BM7(9)],302
[C#m7(9)],368
[D#7(11)/G],5
[D#m/A#],140
[DM9],1484
[G#add9],116
[C#sus4/G#],23
[A/G#],250
[G7(b9)/B],47
[D6(9)(Bm7)],1
[Gm7(11)],584
[verseA #1],1
[verseB #1],1
[verseA #2],1
[verseB #2],1
[Inter],20
[verseA #3],1
[verseB #3],1
[Am ],3
[E.Guitar.solo],1
[Gm9/C],46
"[A7(#9,b13)]",92
[C7sus4],1033
[AM9/B],63
[Badd9/D#],297
[BM9],542
[Abm9/Db],9
[C9sus4],70
"[B7(9,#11)]",29
[Dbm9],274
[Dbm9/Gb],5
[CbM9],78
[E6/A],1
[verse A #1],11
[Dm69/A],4
[C#7+9],27
[C#7-9],62
[GM6],4
[verse B #1],7
[E#m7],142
[C#/Eb],13
[verse A #2],11
[verse B #2],5
[G#/Bb],2
[G7-9],96
[D7-9],95
[↓],327
[Asus4/D],96
[C6(9)],166
[Dbm/Fb],36
[Db/Fb],1
[Dadd7],1
[Ebm7(11)],81
[verse],33
[Bb7sus4],629
[Ab/Gb],332
[chorus],57
[Eb7/Ab],12
[Abadd9/C],407
[D7b9],40
[Dsus4>],5
[EbM7/G],79
[Dmadd9],209
[Emadd9],176
[Intro.],67
[D#7(#9)],181
"[GM7(9,13)]",57
[F7(13)],97
[Bb7(13)],227
[Eb7(13)],33
"[D7(#9,b13)]",108
"[F#7(#9,b13)]",196
"[F#7(b9,b13)]",68
[#1 A-1],5
"[B7(b9,b13)]",97
[#1 B-1],1
[A7(13)],386
[C#7(#9)],264
"[F#7(b9,11)]",2
[#1 A-2],5
[#1 B-2],1
[#1 C],8
[Gm(M7)],13
[Abm7(b5)],20
[Guitar Solo],13
[#2 A-1],2
[#2 B-1],2
[#2 A-2],2
[#2 B-2],2
[#2 C],8
[(/Bb)],257
[(/Ab)],90
[Am11],141
[(/C#)],186
[(unison)],53
[A#7(#11)],3
[Cadd9/B],155
[Cadd9/A],42
[C#m7-5/A],5
[BmM7/A#],85
[Bm6/G#],11
[B7(9)],140
[(Dbadd9)],31
[FbM7],88
[Fb69],7
[Cbadd9/Eb],13
[Dbm7(11)],8
[Cbaug/F],5
[D69],223
[Gdim7],338
[Abm7(11)],114
[Dbm7(9)],32
[Fb7sus4],2
[Fbm7],5
"[Gb7(9,11,13)]",2
[Dm7-5(9)],4
[(FbM7)],3
[BbbM7],19
[EbbM7],9
[Cbadd9],184
[Bm7(b9)],10
[Cm6/D],11
[C#add9],750
[Asus4/E],123
[Verse A],2
[Verse B],2
[D#9],84
[A♭],52
[B♭],163
[E♭],76
[B♭/D],12
[E♭dim],3
[A♭/E♭],3
[E♭/G],1
[C7alt],28
[F7b9],12
[Ab13sus4],4
[Ab7b13],2
[G5/A],25
[D5add9],2
[CM7/G],188
[Asus4/F],10
[Asus4/G],52
[DM7b5],4
[EbM9(13)],31
"[Ab7(9,13)/Gb]",10
[EbM9/F],11
"[F7(b9,b13)]",79
"[F7(b9,#11)]",5
[F7(b9)],289
[Abm6],300
[Abm11],11
"[C7(9,13)]",172
"[F7(#9,b13)]",44
[Em11-5],2
[Ab7(9)/Gb],2
[Aメロ],88
[間奏],95
[サビ],122
[(Gm11)],1
[C#dim/F],17
[Bm7b5],143
"[Eb9(11,13)]",1
[C#aug/Eb],4
[Bb6/C],54
[Eaug/F#],22
[BbM7/G],13
[Gm7b5/A],1
[Cm/Eb],573
[Bbm/C#],12
[E#M7/Eb],2
[F7(9)],313
[Bbaug/C],14
[Em7b5],118
[Ab/C#],3
[Gm7b5/C],5
[Bdim/C#],7
[G#M7(9)],4
[Cm/E],8
[B/Faug],1
[C#M7(9)],21
[F#M7(9)],203
[Bdim/C],3
[Bb7Sus4],1
[G7b5],3
[Fm7/G#],10
[Fm7(9)],1015
[Dm7b5],102
[Cm/Db],4
[F//A],1
[E#aug/F#],1
[Cm7(b9)],8
[Db7(#9)],86
[Cb7(#9)],19
[Ebaug/Bb],6
[E6(9)/Bb],10
[/Eb],494
[/Gb],141
[/Ab],258
[F5],748
[Bb5],621
[F#7/E],257
[Eb/Db],603
[Bb7/Eb],43
[EmM7],410
[Gm/D],487
[F#dim7/A],5
[Cm/A],29
[Abm/Bb],46
[Dm7(11)],358
[G/Bb],13
[E/G],41
[Fm6/C],45
[BbmM7],159
[Bbm6],382
[Eb/D],233
[Bb7(#9#11)],1
"[Gb7(9,13)]",57
[Gm7/D],157
[Bb/G],236
[Gm7(11)/E],1
[A7sus4/E],24
[Bb/E],19
[Baug/D],1
[C#m7/G#],161
[Bbm7-5],144
[(Gb)],150
[Badd9/Db],3
[Dbadd9/Eb],56
[Dadd9/E],199
[Db7(b9)],56
[Db7sus4],134
[Gb7/Bb],20
[(EM7)],39
[(D#7)],8
[(G#m)],37
[G#m9(11)],3
[G#m/B],220
[F#/E],442
[EM7(9)],485
[(Am7)],103
[Edim/G],23
[E7(9)],358
[F#7(9)],98
[H],3
[Fdim/Ab],24
[Ending],110
[F#sus4/E],29
[B#dim],79
[B/D#>],5
[E>],66
[A6/B],119
[F#m11],163
[G#m(b13)],18
[Bm11],105
[E69],128
[C#m9〜],1
[Csus4/F],195
[F#m/D],15
[(>)],183
[(-)],2
[Am7-5/D],60
[(CM7)],82
[Cm7/Eb],150
[Em/C#],117
[D#/F#],7
[D#/G#],19
[G#/B],23
[C7sus],3
[Em7/C],27
[Gsus],4
[Asus],15
[Bsus],7
[C#sus],40
[Dsus],8
[Db/C],128
[D7sus4/C],27
[Gb(b5)],4
[(Eb/Bb)↓],2
[(Cm7)↓],1
[(Bbsus4)↓],1
[interlude #1],28
[bridge #1],14
[bridge #2],14
[C#/A],28
[F#/D],20
[Gbm6/A],7
[Gbm/A],44
[GM7/B],109
[interlude 3],7
[verse 3B],14
[interlude 4],2
[↓F],4
[last chorus],37
[Eb6/G],17
[Eb/Ab],322
[Eb7sus4/Db],5
[verse 2-A],18
[verse 2-B],21
[B7(#9)],297
[G#13],14
[Csus4(↓)],2
[C/B],809
[F6/G],127
[Gb6/Ab],76
[Baug7/D#],3
[CM7/E],208
[B7sus4/F#],25
[Abaug],185
[#1 Verse-A],18
[#1 Verse-B],22
[#2 Verse-A],20
[#2 Verse-B],23
[#2 Chorus],85
[Inter.],50
[Last Chorus],43
[Bbsus4(add9)],13
[Fm-5],25
[Ebm-5],7
[Ab/D♭],2
[C(b5)],1
[A7/F#],8
[Cm7-5/Gb],38
[/],190
[Absus2],74
[B6/G#],2
[Baug/G],5
[B(b5)/F],1
[Cdim/Gb],17
[Fb6],4
[F#7(#9)>],2
[Bm>],56
[Am7(9)>],4
[Daug/C],12
[A#m7/G#],71
[G#7/F#],67
[C♯m],29
[G♯m],4
[A/C♯],3
[Dbm6],187
[Dm9-5],3
[(F#m7)],98
[Ｎ.Ｃ.],103
[>C#m7],12
[>A],15
